Term	distance	Annotation
GO:0061173	3	positive regulation of establishment of bipolar cell polarity
GO:0090343	3	positive regulation of cell aging
GO:0106022	3	positive regulation of vesicle docking
GO:1900036	3	positive regulation of cellular response to heat
GO:1900039	3	positive regulation of cellular response to hypoxia
GO:1900078	3	positive regulation of cellular response to insulin stimulus
GO:1900192	3	positive regulation of single-species biofilm formation
GO:1900409	3	positive regulation of cellular response to oxidative stress
GO:1901381	3	positive regulation of potassium ion transmembrane transport
GO:1902146	3	positive regulation of response to cell cycle checkpoint signaling
GO:1902458	3	positive regulation of stomatal opening
GO:1902910	3	positive regulation of melanosome transport
GO:1903340	3	positive regulation of cell wall organization or biogenesis
GO:1903846	3	positive regulation of cellular response to transforming growth factor beta stimulus
GO:1903920	3	positive regulation of actin filament severing
GO:1903974	3	positive regulation of cellular response to macrophage colony-stimulating factor stimulus
GO:1905804	3	positive regulation of cellular response to manganese ion
GO:1905845	3	positive regulation of cellular response to gamma radiation
GO:1905848	3	positive regulation of cellular response to oxidopamine
GO:1905889	3	positive regulation of cellular response to very-low-density lipoprotein particle stimulus
GO:1905893	3	positive regulation of cellular response to thapsigargin
GO:1905896	3	positive regulation of cellular response to tunicamycin
GO:1905898	3	positive regulation of response to endoplasmic reticulum stress
GO:1905959	3	positive regulation of cellular response to alcohol
GO:2000470	3	positive regulation of peroxidase activity
GO:2000643	3	positive regulation of early endosome to late endosome transport
GO:2000685	3	positive regulation of cellular response to X-ray
GO:2000771	3	positive regulation of establishment or maintenance of cell polarity regulating cell shape
GO:2001022	3	positive regulation of response to DNA damage stimulus
GO:2001040	3	positive regulation of cellular response to drug
GO:2001114	3	positive regulation of cellular response to hepatocyte growth factor stimulus
GO:2001137	3	positive regulation of endocytic recycling
GO:0007162	3	negative regulation of cell adhesion
GO:0010523	3	negative regulation of calcium ion transport into cytosol
GO:0031135	3	negative regulation of conjugation
GO:0031642	3	negative regulation of myelination
GO:0032848	3	negative regulation of cellular pH reduction
GO:0042997	3	negative regulation of Golgi to plasma membrane protein transport
GO:0045596	3	negative regulation of cell differentiation
GO:0051283	3	negative regulation of sequestering of calcium ion
GO:0051782	3	negative regulation of cell division
GO:0060354	3	negative regulation of cell adhesion molecule production
GO:0061089	3	negative regulation of sequestering of zinc ion
GO:0090071	3	negative regulation of ribosome biogenesis
GO:0090288	3	negative regulation of cellular response to growth factor stimulus
GO:0090344	3	negative regulation of cell aging
GO:0106021	3	negative regulation of vesicle docking
GO:1900035	3	negative regulation of cellular response to heat
GO:1900038	3	negative regulation of cellular response to hypoxia
GO:1900068	3	negative regulation of cellular response to alkaline pH
GO:1900070	3	negative regulation of cellular hyperosmotic salinity response
GO:1900077	3	negative regulation of cellular response to insulin stimulus
GO:1900191	3	negative regulation of single-species biofilm formation
GO:1900408	3	negative regulation of cellular response to oxidative stress
GO:1901380	3	negative regulation of potassium ion transmembrane transport
GO:1902457	3	negative regulation of stomatal opening
GO:1902909	3	negative regulation of melanosome transport
GO:1903339	3	negative regulation of cell wall organization or biogenesis
GO:1903573	3	negative regulation of response to endoplasmic reticulum stress
GO:1903919	3	negative regulation of actin filament severing
GO:1903973	3	negative regulation of cellular response to macrophage colony-stimulating factor stimulus
GO:1904846	3	negative regulation of establishment of bipolar cell polarity
GO:1905090	3	negative regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
GO:1905803	3	negative regulation of cellular response to manganese ion
GO:1905844	3	negative regulation of cellular response to gamma radiation
GO:1905847	3	negative regulation of cellular response to oxidopamine
GO:1905888	3	negative regulation of cellular response to very-low-density lipoprotein particle stimulus
GO:1905892	3	negative regulation of cellular response to thapsigargin
GO:1905895	3	negative regulation of cellular response to tunicamycin
GO:1905958	3	negative regulation of cellular response to alcohol
GO:2000360	3	negative regulation of binding of sperm to zona pellucida
GO:2000469	3	negative regulation of peroxidase activity
GO:2000642	3	negative regulation of early endosome to late endosome transport
GO:2000655	3	negative regulation of cellular response to testosterone stimulus
GO:2000684	3	negative regulation of cellular response to X-ray
GO:2000706	3	negative regulation of dense core granule biogenesis
GO:2000770	3	negative regulation of establishment or maintenance of cell polarity regulating cell shape
GO:2001021	3	negative regulation of response to DNA damage stimulus
GO:2001039	3	negative regulation of cellular response to drug
GO:2001136	3	negative regulation of endocytic recycling
GO:0001708	3	cell fate specification
GO:0001709	3	cell fate determination
GO:0031130	3	creation of an inductive signal
GO:0007535	3	donor selection
GO:0007569	3	cell aging
GO:0010440	3	stomatal lineage progression
GO:0010623	3	programmed cell death involved in cell development
GO:0021806	3	initiation of movement involved in cerebral cortex radial glia guided migration
GO:0030154	3	cell differentiation
GO:0035047	3	centrosomal and pronuclear rotation
GO:0043697	3	cell dedifferentiation
GO:0045165	3	cell fate commitment
GO:0048236	3	plant-type sporogenesis
GO:0048468	3	cell development
GO:0048469	3	cell maturation
GO:0071998	3	ascospore release from ascus
GO:0003254	3	regulation of membrane depolarization
GO:0010522	3	regulation of calcium ion transport into cytosol
GO:0031641	3	regulation of myelination
GO:0032847	3	regulation of cellular pH reduction
GO:0045595	3	regulation of cell differentiation
GO:0046999	3	regulation of conjugation
GO:0051282	3	regulation of sequestering of calcium ion
GO:0051302	3	regulation of cell division
GO:0060353	3	regulation of cell adhesion molecule production
GO:0060627	3	regulation of vesicle-mediated transport
GO:0061088	3	regulation of sequestering of zinc ion
GO:0080135	3	regulation of cellular response to stress
GO:0090287	3	regulation of cellular response to growth factor stimulus
GO:0090342	3	regulation of cell aging
GO:1900067	3	regulation of cellular response to alkaline pH
GO:1900076	3	regulation of cellular response to insulin stimulus
GO:1900190	3	regulation of single-species biofilm formation
GO:1901379	3	regulation of potassium ion transmembrane transport
GO:1902145	3	regulation of response to cell cycle checkpoint signaling
GO:1902908	3	regulation of melanosome transport
GO:1903338	3	regulation of cell wall organization or biogenesis
GO:1903972	3	regulation of cellular response to macrophage colony-stimulating factor stimulus
GO:1905802	3	regulation of cellular response to manganese ion
GO:1905843	3	regulation of cellular response to gamma radiation
GO:1905846	3	regulation of cellular response to oxidopamine
GO:1905890	3	regulation of cellular response to very-low-density lipoprotein particle stimulus
GO:1905891	3	regulation of cellular response to thapsigargin
GO:1905894	3	regulation of cellular response to tunicamycin
GO:1905957	3	regulation of cellular response to alcohol
GO:2000359	3	regulation of binding of sperm to zona pellucida
GO:2000468	3	regulation of peroxidase activity
GO:2000654	3	regulation of cellular response to testosterone stimulus
GO:2000683	3	regulation of cellular response to X-ray
GO:2001038	3	regulation of cellular response to drug
GO:2001159	3	regulation of protein localization by the Cvt pathway
GO:0008356	3	asymmetric cell division
GO:0010481	3	epidermal cell division
GO:0014872	3	myoblast division
GO:0017145	3	stem cell division
GO:0020014	3	schizogony
GO:0021869	3	forebrain ventricular zone progenitor cell division
GO:0022015	3	radial glial cell division in pallium
GO:0040016	3	embryonic cleavage
GO:0048860	3	glioblast division
GO:0090510	3	anticlinal cell division
GO:0090511	3	periclinal cell division
GO:0098725	3	symmetric cell division
GO:0110069	3	syncytial embryo cellularization
GO:0006880	3	intracellular sequestering of iron ion
GO:0032507	3	maintenance of protein location in cell
GO:0033370	3	maintenance of protein location in mast cell secretory granule
GO:0033377	3	maintenance of protein location in T cell secretory granule
GO:0043181	3	vacuolar sequestering
GO:0051657	3	maintenance of organelle location
GO:0097580	3	intracellular sequestering of copper ion
GO:0033554	3	cellular response to stress
GO:0070887	3	cellular response to chemical stimulus
GO:0043503	3	skeletal muscle fiber adaptation
GO:0061646	3	positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization
GO:0061862	3	cellular response to differentiation-inducing factor 2
GO:0071216	3	cellular response to biotic stimulus
GO:0071402	3	cellular response to lipoprotein particle stimulus
GO:0104004	3	cellular response to environmental stimulus
GO:1990394	3	cellular response to cell wall damage
GO:0060243	3	negative regulation of cell growth involved in contact inhibition
GO:0060248	3	detection of cell density by contact stimulus involved in contact inhibition
GO:0006914	3	autophagy
GO:0032258	3	protein localization by the Cvt pathway
GO:0000196	3	cell wall integrity MAPK cascade
GO:0000197	3	activation of MAPKKK activity involved in cell wall organization or biogenesis
GO:0000198	3	activation of MAPKK activity involved in cell wall organization or biogenesis
GO:0000199	3	activation of MAPK activity involved in cell wall organization or biogenesis
GO:0000200	3	inactivation of MAPK activity involved in cell wall organization or biogenesis
GO:0042546	3	cell wall biogenesis
GO:0044036	3	cell wall macromolecule metabolic process
GO:0071555	3	cell wall organization
GO:0071669	3	plant-type cell wall organization or biogenesis
GO:0071852	3	fungal-type cell wall organization or biogenesis
GO:0071805	3	potassium ion transmembrane transport
GO:0006921	3	cellular component disassembly involved in execution phase of apoptosis
GO:0070782	3	phosphatidylserine exposure on apoptotic cell surface
GO:1900117	3	regulation of execution phase of apoptosis
GO:1900118	3	negative regulation of execution phase of apoptosis
GO:1900119	3	positive regulation of execution phase of apoptosis
GO:0001927	3	exocyst assembly
GO:0002552	3	serotonin secretion by mast cell
GO:0002553	3	histamine secretion by mast cell
GO:0002554	3	serotonin secretion by platelet
GO:0002555	3	histamine secretion by platelet
GO:0002556	3	serotonin secretion by basophil
GO:0002557	3	histamine secretion by basophil
GO:0006904	3	vesicle docking involved in exocytosis
GO:0016082	3	synaptic vesicle priming
GO:0061789	3	dense core granule priming
GO:0070560	3	protein secretion by platelet
GO:0090522	3	vesicle tethering involved in exocytosis
GO:0098866	3	multivesicular body fusion to apical plasma membrane
GO:0099500	3	vesicle fusion to plasma membrane
GO:0140028	3	pore formation during contractile vacuole discharge
GO:1990277	3	parasexual conjugation with cellular fusion
GO:0070458	3	cellular detoxification of nitrogen compound
GO:0098849	3	cellular detoxification of cadmium ion
GO:0098869	3	cellular oxidant detoxification
GO:0110052	3	toxic metabolite repair
GO:0110095	3	cellular detoxification of aldehyde
GO:0140114	3	cellular detoxification of fluoride
GO:1990880	3	cellular detoxification of copper ion
GO:0090293	3	nitrogen catabolite regulation of transcription
GO:2001248	3	regulation of ammonia assimilation cycle
GO:2001249	3	negative regulation of ammonia assimilation cycle
GO:2001250	3	positive regulation of ammonia assimilation cycle
